EmployeeNumber,Emplyee name,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber.1,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
526,Lashaunda Y Munden,43.0,No,Travel_Rarely,1473.0,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3.0,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5.0,2,0,2
527,Colin V Likens,25.0,No,Travel_Rarely,891.0,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4.0,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5.0,4,1,3
529,Kylie K Freda,37.0,No,Non-Travel,1063.0,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3.0,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13.0,11,10,7
530,Krishna G Raby,31.0,No,Travel_Rarely,329.0,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1.0,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4.0,2,3,2
531,Launa N Kohl,39.0,No,Travel_Frequently,1218.0,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3.0,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21.0,8,1,6
532,Trent J Lockman,56.0,No,Travel_Frequently,906.0,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1.0,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7.0,7,7,7
533,Alisha D Coppock,30.0,No,Travel_Rarely,1082.0,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3.0,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5.0,4,4,4
534,Richie I Weisz,41.0,No,Travel_Rarely,645.0,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1.0,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10.0,7,0,7
536,Leticia V Lewandowski,28.0,No,Travel_Rarely,1300.0,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1.0,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10.0,0,1,8
538,Elaine B Randazzo,25.0,Yes,Travel_Rarely,688.0,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1.0,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2.0,2,0,2
543,Jack J Warfel,52.0,No,Travel_Rarely,319.0,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3.0,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5.0,4,0,4
544,Kitty S Sickles,45.0,No,Travel_Rarely,192.0,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4.0,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2.0,2,0,2
546,Bruna R Welke,52.0,No,Travel_Rarely,1490.0,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4.0,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5.0,2,1,4
547,Felix S Croker,42.0,No,Travel_Frequently,532.0,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3.0,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5.0,4,0,2
548,Eartha Z Oceguera,30.0,No,Travel_Rarely,317.0,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4.0,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5.0,4,0,2
549,Laurena P Caston,60.0,No,Travel_Rarely,422.0,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1.0,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29.0,8,11,10
550,Beatrice A Knopf,46.0,No,Travel_Rarely,1485.0,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3.0,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10.0,7,0,8
551,Zoila X Nair,42.0,No,Travel_Frequently,1368.0,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4.0,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6.0,5,0,4
554,Jae B Isabell,24.0,Yes,Travel_Rarely,1448.0,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5.0,3,1,4
555,Donald P Phaneuf,34.0,Yes,Travel_Frequently,296.0,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3.0,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2.0,2,1,0
556,Tyrell R Bramlett,38.0,No,Travel_Frequently,1490.0,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1.0,0,0,0
558,Ela K Hames,40.0,No,Travel_Rarely,1398.0,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3.0,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20.0,15,1,12
560,Marlon M Caddell,26.0,No,Travel_Rarely,1349.0,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4.0,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3.0,2,0,2
562,Nolan V Velazco,30.0,No,Non-Travel,1400.0,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4.0,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5.0,3,1,4
564,Ashanti R Swim,29.0,No,Travel_Rarely,986.0,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3.0,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10.0,2,0,7
565,Tamica J Holoman,29.0,Yes,Travel_Rarely,408.0,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2.0,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2.0,2,1,1
566,Marcell T Farias,19.0,Yes,Travel_Rarely,489.0,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4.0,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1.0,0,0,0
567,Abram Q Keffer,30.0,No,Non-Travel,1398.0,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1.0,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9.0,8,7,8
568,Silas S Pyatt,57.0,No,Travel_Rarely,210.0,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4.0,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1.0,0,0,0
569,Patria D Riedel,50.0,No,Travel_Rarely,1099.0,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3.0,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27.0,10,15,7
571,Nicholas B Salcedo,30.0,No,Non-Travel,1116.0,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4.0,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11.0,7,6,7
573,Brendon E Mone,60.0,No,Travel_Frequently,1499.0,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1.0,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18.0,13,13,11
574,Velda V Larue,,No,Travel_Rarely,983.0,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4.0,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5.0,0,0,4
575,Sharita Y Lombardi,,No,Travel_Rarely,1009.0,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3.0,2,0,1
577,Virgil R Yuen,,No,Travel_Rarely,144.0,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3.0,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5.0,4,4,3
578,Delfina O Day,54.0,No,Travel_Rarely,548.0,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3.0,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1.0,0,0,0
579,Haley G Bova,34.0,No,Travel_Rarely,1303.0,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3.0,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7.0,3,5,7
580,Margarite E Blalock,46.0,No,Travel_Rarely,1125.0,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4.0,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3.0,2,1,2
581,Rina L Chacon,31.0,No,Travel_Rarely,1274.0,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2.0,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13.0,8,0,8
582,Ramonita Z Fincher,33.0,Yes,Travel_Rarely,1277.0,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3.0,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7.0,6,7,7
584,Lindsey W Whittle,33.0,Yes,Travel_Rarely,587.0,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4.0,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4.0,3,1,3
585,Mauricio U Talty,30.0,No,Travel_Rarely,413.0,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2.0,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3.0,2,1,2
586,Chau R Barron,35.0,No,Travel_Rarely,1276.0,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3.0,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8.0,7,0,0
587,Lino M Lizarraga,31.0,Yes,Travel_Frequently,534.0,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3.0,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1.0,0,0,0
590,Fredericka J Varney,34.0,Yes,Travel_Frequently,988.0,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1.0,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3.0,2,0,2
591,Aundrea W Lundberg,42.0,No,Travel_Frequently,1474.0,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3.0,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2.0,2,2,0
592,Son D Ricketts,36.0,No,Non-Travel,635.0,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4.0,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10.0,3,9,7
593,Dorothea J Canterbury,22.0,Yes,Travel_Frequently,1368.0,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2.0,2,1,2
595,Zenia D Owings,48.0,No,Travel_Rarely,163.0,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4.0,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9.0,7,6,7
597,Seth N Lipsky,55.0,No,Travel_Rarely,1117.0,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2.0,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10.0,9,7,7
599,Miles N Light,41.0,No,Non-Travel,267.0,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4.0,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14.0,3,1,10
600,Tyler N Larkins,35.0,No,Travel_Rarely,619.0,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3.0,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11.0,9,6,9
601,Asa E Kunze,40.0,No,Travel_Rarely,302.0,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20.0,6,5,13
602,Sal C Heiden,39.0,No,Travel_Frequently,443.0,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3.0,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8.0,3,0,7
604,Tomas V Krout,31.0,No,Travel_Rarely,828.0,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4.0,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6.0,5,0,5
605,Ben N Lamson,42.0,No,Travel_Rarely,319.0,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1.0,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10.0,9,5,8
606,Myra H Parra,45.0,No,Travel_Rarely,561.0,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2.0,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8.0,7,3,7
608,Adele M Burnam,26.0,Yes,Travel_Frequently,426.0,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3.0,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7.0,7,1,0
611,Adria M Melendrez,29.0,No,Travel_Rarely,232.0,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4.0,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3.0,2,1,2
612,Clemmie F Montague,33.0,No,Travel_Rarely,922.0,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3.0,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6.0,1,0,5
613,Valarie O Gorecki,31.0,No,Travel_Rarely,688.0,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4.0,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5.0,4,0,1
614,Adell W Trower,18.0,Yes,Travel_Frequently,1306.0,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2.0,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0.0,0,0,0
615,Eric C Irvine,40.0,No,Non-Travel,1094.0,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1.0,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1.0,0,0,1
616,Letha L Apel,41.0,No,Non-Travel,509.0,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3.0,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8.0,7,0,7
618,Nannie Z Seeman,26.0,No,Travel_Rarely,775.0,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3.0,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0.0,0,0,0
620,Reynalda M Millwood,35.0,No,Travel_Rarely,195.0,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3.0,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5.0,4,0,3
621,Tanner Y Hollenbeck,34.0,No,Travel_Rarely,258.0,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4.0,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10.0,7,5,7
622,Amado C Bonet,26.0,Yes,Travel_Rarely,471.0,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4.0,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1.0,0,0,0
623,Jeanetta N Norden,,No,Travel_Rarely,799.0,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4.0,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6.0,5,1,2
624,Paris U Leite,46.0,No,Travel_Frequently,1034.0,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3.0,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2.0,2,1,2
625,Alexis Q Grose,41.0,No,Travel_Rarely,1276.0,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1.0,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18.0,16,11,8
626,Chadwick I Hargreaves,37.0,No,Non-Travel,142.0,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2.0,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9.0,5,7,7
630,Perry E Huddleston,52.0,No,Travel_Rarely,956.0,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1.0,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10.0,9,6,9
631,Hollis Z Carr,32.0,Yes,Non-Travel,1474.0,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3.0,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4.0,2,1,2
632,Kiara T Martinez,24.0,No,Travel_Frequently,535.0,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4.0,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2.0,2,2,1
634,Brigitte D Fendley,38.0,No,Travel_Rarely,1495.0,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3.0,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1.0,0,0,0
635,Bobbie P Chumley,37.0,No,Travel_Rarely,446.0,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2.0,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6.0,5,4,3
638,Hong M Townson,49.0,No,Travel_Rarely,1245.0,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3.0,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31.0,9,0,9
639,Keith B Macha,24.0,No,Travel_Rarely,691.0,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4.0,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6.0,5,1,4
641,Harriett A Mccurry,26.0,No,Travel_Rarely,703.0,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2.0,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5.0,3,1,4
643,Andres S Garner,24.0,No,Travel_Rarely,823.0,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2.0,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1.0,0,0,0
644,Ken X Weisberg,50.0,No,Travel_Frequently,1246.0,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2.0,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,,5,10,7
645,Moises U Hughs,25.0,No,Travel_Rarely,622.0,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3.0,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7.0,4,0,6
647,Sunshine F Earle,24.0,Yes,Travel_Frequently,1287.0,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3.0,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6.0,3,1,2
648,Lavette P Cheney,30.0,Yes,Travel_Frequently,448.0,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1.0,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1.0,0,0,0
649,Carmen F Barret,34.0,No,Travel_Rarely,254.0,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4.0,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6.0,5,1,3
650,Lizzie D Ratcliff,31.0,Yes,Travel_Rarely,1365.0,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1.0,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3.0,1,1,2
652,Nick Q Packard,35.0,No,Travel_Rarely,538.0,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4.0,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3.0,2,0,2
653,Alonzo W Stanford,31.0,No,Travel_Rarely,525.0,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4.0,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7.0,7,5,7
655,Brett Z Vadnais,27.0,No,Travel_Rarely,,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5.0,3,0,3
656,Madalene J Martine,,No,Travel_Rarely,558.0,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3.0,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3.0,0,1,0
657,Charles S Nicholes,20.0,No,Travel_Rarely,959.0,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2.0,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1.0,0,0,0
659,Kristofer Y Fizer,42.0,No,Travel_Rarely,622.0,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4.0,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,,2,2,2
661,Elmo G Pagano,43.0,No,Travel_Rarely,782.0,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4.0,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1.0,0,0,0
662,Lindy M Reel,38.0,No,Travel_Rarely,362.0,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1.0,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0.0,0,0,0
663,Dewayne X Groom,43.0,No,Travel_Frequently,1001.0,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3.0,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8.0,7,4,7
664,Elenora V Halley,48.0,No,Travel_Rarely,1236.0,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1.0,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3.0,2,0,2
665,Rosette F Cascio,44.0,No,Travel_Rarely,1112.0,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3.0,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2.0,2,0,2
666,Analisa X Birdsell,,No,Travel_Rarely,204.0,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3.0,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8.0,2,0,6
667,Jacinta Y Cheney,27.0,Yes,Travel_Rarely,1420.0,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1.0,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4.0,3,0,2
669,Matt D Bramblett,21.0,No,Travel_Rarely,1343.0,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3.0,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3.0,2,1,2
671,Queenie M Alder,44.0,No,Travel_Rarely,1315.0,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4.0,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2.0,2,0,1
675,Darwin W Lemoine,22.0,No,Travel_Rarely,604.0,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3.0,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2.0,2,2,2
677,Erik W Steffen,33.0,No,Travel_Rarely,1216.0,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3.0,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5.0,0,1,2
679,Ching D Applegate,32.0,No,Travel_Rarely,646.0,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4.0,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6.0,4,0,5
680,Warren L Manion,30.0,No,Travel_Frequently,160.0,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3.0,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1.0,0,0,0
682,Celestine H Alderson,53.0,No,Travel_Rarely,238.0,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14.0,7,8,10
683,Tammi S Garret,34.0,No,Travel_Rarely,1397.0,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4.0,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10.0,9,8,8
684,Tamesha I Knepper,45.0,Yes,Travel_Frequently,306.0,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1.0,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1.0,1,0,0
686,Bernardina X Roesch,26.0,No,Travel_Rarely,,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3.0,2,0,2
689,Mariano Y Kyles,37.0,No,Travel_Rarely,482.0,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3.0,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10.0,7,7,8
690,Kristie E Jain,29.0,No,Travel_Rarely,1176.0,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3.0,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6.0,0,1,2
691,Jeff E Lucero,35.0,No,Travel_Rarely,1017.0,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4.0,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17.0,11,11,8
692,Leanna X Tibbetts,33.0,No,Travel_Frequently,1296.0,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4.0,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13.0,11,4,7
698,Robbie N Heckman,54.0,No,Travel_Rarely,397.0,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2.0,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9.0,7,7,1
699,Bernard N Weatherly,36.0,No,Travel_Rarely,913.0,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2.0,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3.0,2,0,2
700,Lauren O Guzzi,27.0,No,Travel_Rarely,1115.0,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4.0,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4.0,2,1,1
701,Carter C Hunt,20.0,Yes,Travel_Rarely,1362.0,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3.0,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1.0,0,1,1
702,Isaiah Y Magwood,33.0,Yes,Travel_Frequently,1076.0,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1.0,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10.0,8,9,7
